,title,score,plot,keywords,tokens,id
72,Viva: A Vida é uma Festa,8.4,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",mexico afterlife musician death day of the dead petal singing memory ban on music dog mexican culture exclusive party murder male protagonist family relationships bell falling on someone child protagonist disney guitar shoeshine boy shoeshine breaking a guitar photograph fireworks cemetery tomb land of the dead skeleton swimming pool falling into a swimming pool show betrayal death of loved one gender disguise city view acoustic guitar dancer hit on the head with a shoe wheelchair flower statue face paint running away from home breaking in hoodie police stage fright bouncer carrying a boy on one's shoulders living skeleton,"['aspir', 'musician', 'miguel', 'confront', 'famili', 'ancestr', 'ban', 'music', 'enter', 'land', 'dead', 'great', 'great', 'grandfath', 'legendari', 'singer', 'mexico', 'afterlif', 'musician', 'death', 'dai', 'dead', 'petal', 'sing', 'memori', 'ban', 'music', 'dog', 'mexican', 'cultur', 'exclus', 'parti', 'murder', 'male', 'protagonist', 'famili', 'relationship', 'bell', 'fall', 'child', 'protagonist', 'disnei', 'guitar', 'shoeshin', 'boi', 'shoeshin', 'break', 'guitar', 'photograph', 'firework', 'cemeteri', 'tomb', 'land', 'dead', 'skeleton', 'swim', 'pool', 'fall', 'swim', 'pool', 'betray', 'death', 'love', 'gender', 'disguis', 'citi', 'view', 'acoust', 'guitar', 'dancer', 'hit', 'head', 'shoe', 'wheelchair', 'flower', 'statu', 'face', 'paint', 'run', 'awai', 'home', 'break', 'hoodi', 'polic', 'stage', 'fright', 'bouncer', 'carri', 'boi', 'shoulder', 'live', 'skeleton']",tt2380307
73,Toy Story,8.3,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,toy cowboy toy comes to life rivalry claw crane enemies become friends piggy bank computer animation dog two word title birthday child's birthday first of series dinosaur suburb child's birthday party birthday present family relationships 1990s jealousy action figure birthday party cgi animation brat threat magic 8 ball directorial debut toy dinosaur falling out a window toy soldier first part spaceman toy friend mr potato head wilhelm scream blockbuster buzz lightyear character poster wallpaper thunderstorm talking toy gift squeeze toy bedroom computer generated imagery arcade game boy toy story anthropomorphic toy child's bedroom,"['cowboi', 'doll', 'profoundli', 'threaten', 'jealou', 'new', 'spaceman', 'action', 'figur', 'supplant', 'toi', 'boi', 'bedroom', 'toi', 'cowboi', 'toi', 'come', 'life', 'rivalri', 'claw', 'crane', 'enemi', 'friend', 'piggi', 'bank', 'anim', 'dog', 'word', 'titl', 'birthdai', 'child', 'birthdai', 'seri', 'dinosaur', 'suburb', 'child', 'birthdai', 'parti', 'birthdai', 'present', 'famili', 'relationship', 'jealousi', 'action', 'figur', 'birthdai', 'parti', 'cgi', 'anim', 'brat', 'threat', 'magic', 'ball', 'directori', 'debut', 'toi', 'dinosaur', 'fall', 'window', 'toi', 'soldier', 'spaceman', 'toi', 'friend', 'potato', 'head', 'wilhelm', 'scream', 'blockbust', 'buzz', 'lightyear', 'charact', 'poster', 'wallpap', 'thunderstorm', 'talk', 'toi', 'gift', 'squeez', 'toi', 'bedroom', 'gener', 'imageri', 'arcad', 'game', 'boi', 'toi', 'stori', 'anthropomorph', 'toi', 'child', 'bedroom']",tt0114709
74,Coração Valente,8.3,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,scotland revolt idealism epic tyranny england secret marriage legend good versus evil year 1280 based on real person famous line 13th century death of wife war violence tortured to death battle decapitation nobility based on true story warrior famous speech horseback riding directed by star homosexuality evil man friend turned enemy friend enemy good man year 1314 ends with narration male protagonist death of protagonist scottish history irishman abroad epic drama epic history epic war epic action cauterizing a wound female topless nudity gay character killing a horse prince of wales character robert the bruce character murder of a woman english army violence bannockburn,"['scottish', 'warrior', 'william', 'wallac', 'lead', 'countrymen', 'rebellion', 'free', 'homeland', 'tyranni', 'king', 'edward', 'england', 'scotland', 'revolt', 'ideal', 'epic', 'tyranni', 'england', 'secret', 'marriag', 'legend', 'good', 'versu', 'evil', 'year', 'base', 'real', 'person', 'famou', 'line', 'centuri', 'death', 'wife', 'war', 'violenc', 'tortur', 'death', 'battl', 'decapit', 'nobil', 'base', 'true', 'stori', 'warrior', 'famou', 'speech', 'horseback', 'ride', 'direct', 'star', 'homosexu', 'evil', 'man', 'friend', 'turn', 'enemi', 'friend', 'enemi', 'good', 'man', 'year', 'end', 'narrat', 'male', 'protagonist', 'death', 'protagonist', 'scottish', 'histori', 'irishman', 'abroad', 'epic', 'drama', 'epic', 'histori', 'epic', 'war', 'epic', 'action', 'cauter', 'wound', 'femal', 'topless', 'nuditi', 'gai', 'charact', 'kill', 'hors', 'princ', 'wale', 'charact', 'robert', 'bruce', 'charact', 'murder', 'woman', 'english', 'armi', 'violenc', 'bannockburn']",tt0112573
75,O Barco: Inferno no Mar,8.4,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,submarine movie ship's log german navy war at sea submarine captain submarine crew claustrophobic setting tension sonar kriegsmarine anti war submarine sand navy smoking disobedience diesel helmsman mold dereliction of duty court martial storm photographer detonation conning tower pallor rudder crash dive shock wave respect depression ballast tank camera christmas toasting discipline wire exhaustion wolf pack propeller repair wet cloth nazi salute taboo western europe wound reference to winston churchill war song surface,"['german', 'boat', 'stalk', 'frigid', 'water', 'north', 'atlant', 'young', 'crew', 'experi', 'sheer', 'terror', 'claustrophob', 'life', 'submarin', 'world', 'war', 'submarin', 'movi', 'ship', 'log', 'german', 'navi', 'war', 'sea', 'submarin', 'captain', 'submarin', 'crew', 'claustrophob', 'set', 'tension', 'sonar', 'kriegsmarin', 'anti', 'war', 'submarin', 'sand', 'navi', 'smoke', 'disobedi', 'diesel', 'helmsman', 'mold', 'derelict', 'duti', 'court', 'martial', 'storm', 'photograph', 'deton', 'con', 'tower', 'pallor', 'rudder', 'crash', 'dive', 'shock', 'wave', 'respect', 'depress', 'ballast', 'tank', 'camera', 'christma', 'toast', 'disciplin', 'wire', 'exhaust', 'wolf', 'pack', 'propel', 'repair', 'wet', 'cloth', 'nazi', 'salut', 'taboo', 'western', 'europ', 'wound', 'refer', 'winston', 'churchil', 'war', 'song', 'surfac']",tt0082096
76,Coringa,8.4,"The rise of Arthur Fleck, from aspiring stand-up comedian and pariah to Gotham's clown prince and leader of the revolution.",mental illness evil clown stand up comedian nihilism clown comedian loneliness joker character laughter based on comic watching tv uncontrollable laughter green hair evil dysfunctional society tv show dc comics supervillain cynicism clown makeup loner anarchy sociopath gun vandalism out of control loss of control antisocial behavior rage urban violence breakdown origin of villain tv news 1980s one word title insane asylum revolver protest riot police murder investigation cigarette smoking single mother finger gun anger deeply disturbed person smile subway subway train social commentary,"['rise', 'arthur', 'fleck', 'aspir', 'stand', 'comedian', 'pariah', 'gotham', 'clown', 'princ', 'leader', 'revolut', 'mental', 'ill', 'evil', 'clown', 'stand', 'comedian', 'nihil', 'clown', 'comedian', 'loneli', 'joker', 'charact', 'laughter', 'base', 'comic', 'watch', 'uncontrol', 'laughter', 'green', 'hair', 'evil', 'dysfunct', 'societi', 'comic', 'supervillain', 'cynic', 'clown', 'makeup', 'loner', 'anarchi', 'sociopath', 'gun', 'vandal', 'control', 'loss', 'control', 'antisoci', 'behavior', 'rage', 'urban', 'violenc', 'breakdown', 'origin', 'villain', 'new', 'word', 'titl', 'insan', 'asylum', 'revolv', 'protest', 'riot', 'polic', 'murder', 'investig', 'cigarett', 'smoke', 'singl', 'mother', 'finger', 'gun', 'anger', 'deepli', 'disturb', 'person', 'smile', 'subwai', 'subwai', 'train', 'social', 'commentari']",tt7286456
77,Vingadores: Ultimato,8.4,"After the devastating events of Vingadores: Guerra Infinita (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",time travel superhero super villain cosmic marvel cinematic universe sequel superhero team action hero ensemble cast avengers epic battle battle blockbuster final battle hero invasion raccoon talking animal fourth part last of series severed arm marvel comics based on comic book talking raccoon iron spider armor younger version of character alternate timeline sacrifice shared universe ant man character spider man character black panther character war machine character the incredible hulk character scarlet witch character tony stark character hawkeye character group name in title memorial revenge asgardian alien attack alternate dimension destruction drax the destroyer character doctor strange character bow and arrow red skull character stan lee cameo thor the marvel comics character,"['devast', 'event', 'vingador', 'guerra', 'infinita', 'univers', 'ruin', 'help', 'remain', 'alli', 'aveng', 'assembl', 'order', 'revers', 'thano', 'action', 'restor', 'balanc', 'univers', 'time', 'travel', 'superhero', 'super', 'villain', 'cosmic', 'marvel', 'cinemat', 'univers', 'sequel', 'superhero', 'team', 'action', 'hero', 'ensembl', 'cast', 'aveng', 'epic', 'battl', 'battl', 'blockbust', 'final', 'battl', 'hero', 'invas', 'raccoon', 'talk', 'anim', 'fourth', 'seri', 'sever', 'arm', 'marvel', 'comic', 'base', 'comic', 'book', 'talk', 'raccoon', 'iron', 'spider', 'armor', 'younger', 'version', 'charact', 'altern', 'timelin', 'sacrific', 'share', 'univers', 'ant', 'man', 'charact', 'spider', 'man', 'charact', 'black', 'panther', 'charact', 'war', 'machin', 'charact', 'incred', 'hulk', 'charact', 'scarlet', 'witch', 'charact', 'toni', 'stark', 'charact', 'hawkey', 'charact', 'group', 'titl', 'memori', 'reveng', 'asgardian', 'alien', 'attack', 'altern', 'dimens', 'destruct', 'drax', 'destroy', 'charact', 'doctor', 'strang', 'charact', 'bow', 'arrow', 'red', 'skull', 'charact', 'stan', 'lee', 'cameo', 'thor', 'marvel', 'comic', 'charact']",tt4154796
78,Princesa Mononoke,8.3,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",forest curse studio ghibli princess female warrior leprosy human animal relationship giant animal anime animation blood strong female lead giant wolf nature conservation cult film talking animal anti war giant boar japanese animation dark fantasy hate prejudice spirit compassion demon moral ambiguity prince nature elk boar wolf weapon canine projectile weapon bladed weapon handheld weapon watch tower cutting off a hand wilhelm scream environmentalism 2d animation timeframe 16th century cursed mark mature animation 15th century ranged weapon firearm nighttime edged weapon ungulate ape,"['journei', 'cure', 'tatarigami', 'curs', 'ashitaka', 'find', 'middl', 'war', 'forest', 'god', 'tatara', 'mine', 'coloni', 'quest', 'meet', 'san', 'mononok', 'hime', 'forest', 'curs', 'studio', 'ghibli', 'princess', 'femal', 'warrior', 'leprosi', 'human', 'anim', 'relationship', 'giant', 'anim', 'anim', 'anim', 'blood', 'strong', 'femal', 'lead', 'giant', 'wolf', 'natur', 'conserv', 'cult', 'film', 'talk', 'anim', 'anti', 'war', 'giant', 'boar', 'japanes', 'anim', 'dark', 'fantasi', 'hate', 'prejudic', 'spirit', 'compass', 'demon', 'moral', 'ambigu', 'princ', 'natur', 'elk', 'boar', 'wolf', 'weapon', 'canin', 'projectil', 'weapon', 'blade', 'weapon', 'handheld', 'weapon', 'watch', 'tower', 'cut', 'hand', 'wilhelm', 'scream', 'environment', 'anim', 'timefram', 'centuri', 'curs', 'mark', 'matur', 'anim', 'centuri', 'rang', 'weapon', 'firearm', 'nighttim', 'edg', 'weapon', 'ungul', 'ap']",tt0119698
79,Gênio Indomável,8.3,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",professor genius mathematical genius loss of wife friend janitor psychotherapy child abuse character name in title original story phone call from jail autodidact fear of failure fear of abandonment disorder death of wife death of loved one cigarette smoking attachment disorder toy store mathematician masturbation reference job interview hypnotherapy flirting date assault shakespearean quotation prodigy tough love harvard boston massachusetts class differences psychiatrist orphan reference to william shakespeare reference to noam chomsky reference to michelangelo reference to friedrich nietzsche construction site theorum baseball premarital sex vietnam war veteran brilliant mind grief man wears eyeglasses reference to albert einstein reference to the unabomber violence,"['hunt', 'janitor', 'gift', 'mathemat', 'need', 'help', 'psychologist', 'direct', 'life', 'professor', 'geniu', 'mathemat', 'geniu', 'loss', 'wife', 'friend', 'janitor', 'psychotherapi', 'child', 'abus', 'charact', 'titl', 'origin', 'stori', 'phone', 'jail', 'autodidact', 'fear', 'failur', 'fear', 'abandon', 'disord', 'death', 'wife', 'death', 'love', 'cigarett', 'smoke', 'attach', 'disord', 'toi', 'store', 'mathematician', 'masturb', 'refer', 'job', 'interview', 'hypnotherapi', 'flirt', 'date', 'assault', 'shakespearean', 'quotat', 'prodigi', 'tough', 'love', 'harvard', 'boston', 'massachusett', 'class', 'differ', 'psychiatrist', 'orphan', 'refer', 'william', 'shakespear', 'refer', 'noam', 'chomski', 'refer', 'michelangelo', 'refer', 'friedrich', 'nietzsch', 'construct', 'site', 'theorum', 'basebal', 'premarit', 'sex', 'vietnam', 'war', 'veteran', 'brilliant', 'mind', 'grief', 'man', 'wear', 'eyeglass', 'refer', 'albert', 'einstein', 'refer', 'unabomb', 'violenc']",tt0119217
80,Era uma Vez na América,8.3,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",gangster prohibition 1920s rape flashback new york city organized crime mob hit based on novel double cross new york mafia 1930s ambiguous ending criminal syndicate police corruption crime boss epic date rape rival gang prostitute jewish mafia memory man shoots a woman betrayal by a friend homecoming jewish american misogyny misogynist reminiscence remorse unrequited love suicide coming of age younger version of character rape victim nonlinear timeline mafia boss money flash forward childhood friend nostalgia crime epic stabbed to death shot in the head italian american corruption speakeasy opium den guilt,"['prohibit', 'era', 'jewish', 'gangster', 'return', 'lower', 'east', 'manhattan', 'year', 'later', 'confront', 'ghost', 'regret', 'old', 'life', 'gangster', 'prohibit', 'rape', 'flashback', 'new', 'york', 'citi', 'organ', 'crime', 'mob', 'hit', 'base', 'novel', 'doubl', 'cross', 'new', 'york', 'mafia', 'ambigu', 'end', 'crimin', 'syndic', 'polic', 'corrupt', 'crime', 'boss', 'epic', 'date', 'rape', 'rival', 'gang', 'prostitut', 'jewish', 'mafia', 'memori', 'man', 'shoot', 'woman', 'betray', 'friend', 'homecom', 'jewish', 'american', 'misogyni', 'misogynist', 'reminisc', 'remors', 'unrequit', 'love', 'suicid', 'come', 'ag', 'younger', 'version', 'charact', 'rape', 'victim', 'nonlinear', 'timelin', 'mafia', 'boss', 'monei', 'flash', 'forward', 'childhood', 'friend', 'nostalgia', 'crime', 'epic', 'stab', 'death', 'shot', 'head', 'italian', 'american', 'corrupt', 'speakeasi', 'opium', 'den', 'guilt']",tt0087843
81,Your Name.,8.4,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",race against time comet japan tokyo japan falling in love love teenager teenage crush remembering a name natural disaster surprise ending japanese high school girl twilight girl memory friendship plot twist japanese schoolgirl train punctuation in title best friends rain drops forgetfulness explosive name in love with colleague rain cave valley crater date trip disaster erased memory emergency train station antenna schoolgirl living with grandmother shrine high school waiter running upstairs communication male and female protagonists boy runs after a girl cell phone girl runs after a boy dream shinto,"['teenag', 'share', 'profound', 'magic', 'connect', 'discov', 'swap', 'bodi', 'thing', 'manag', 'complic', 'boi', 'girl', 'decid', 'meet', 'person', 'race', 'time', 'comet', 'japan', 'tokyo', 'japan', 'fall', 'love', 'love', 'teenag', 'teenag', 'crush', 'rememb', 'natur', 'disast', 'surpris', 'end', 'japanes', 'high', 'school', 'girl', 'twilight', 'girl', 'memori', 'friendship', 'plot', 'twist', 'japanes', 'schoolgirl', 'train', 'punctuat', 'titl', 'best', 'friend', 'rain', 'drop', 'forget', 'explos', 'love', 'colleagu', 'rain', 'cave', 'vallei', 'crater', 'date', 'trip', 'disast', 'eras', 'memori', 'emerg', 'train', 'station', 'antenna', 'schoolgirl', 'live', 'grandmoth', 'shrine', 'high', 'school', 'waiter', 'run', 'upstair', 'commun', 'male', 'femal', 'protagonist', 'boi', 'run', 'girl', 'cell', 'phone', 'girl', 'run', 'boi', 'dream', 'shinto']",tt5311514
82,3 Idiotas,8.4,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",hairy chest coming of age against the system papadum college bollywood optimism motivation muslim suicide suicide attempt slapstick comedy india coma reference to neil armstrong boy wears eyeglasses girl wears eyeglasses trimming mustache simla india character repeats someone else's dialogue male underwear male male relationship male friendship satire comedy parody comedy dark comedy airplane airport hazing scene before opening credits scene during opening credits playing guitar reference to hiroshima reference to nagasaki friend student engineering bare chested male writing with both hands subjective camera character's point of view camera shot slow motion scene urination flatulence fast motion scene dream best friend following a dream wildlife photography wedding crasher,"['friend', 'search', 'long', 'lost', 'companion', 'revisit', 'colleg', 'dai', 'recal', 'memori', 'friend', 'inspir', 'think', 'differ', 'rest', 'world', 'call', 'idiot', 'hairi', 'chest', 'come', 'ag', 'papadum', 'colleg', 'bollywood', 'optim', 'motiv', 'muslim', 'suicid', 'suicid', 'attempt', 'slapstick', 'comedi', 'india', 'coma', 'refer', 'neil', 'armstrong', 'boi', 'wear', 'eyeglass', 'girl', 'wear', 'eyeglass', 'trim', 'mustach', 'simla', 'india', 'charact', 'repeat', 'dialogu', 'male', 'underwear', 'male', 'male', 'relationship', 'male', 'friendship', 'satir', 'comedi', 'parodi', 'comedi', 'dark', 'comedi', 'airplan', 'airport', 'haze', 'scene', 'open', 'credit', 'scene', 'open', 'credit', 'plai', 'guitar', 'refer', 'hiroshima', 'refer', 'nagasaki', 'friend', 'student', 'engin', 'bare', 'chest', 'male', 'write', 'hand', 'subject', 'camera', 'charact', 'point', 'view', 'camera', 'shot', 'slow', 'motion', 'scene', 'urin', 'flatul', 'fast', 'motion', 'scene', 'dream', 'best', 'friend', 'follow', 'dream', 'wildlif', 'photographi', 'wed', 'crasher']",tt1187043
83,Cantando na Chuva,8.3,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,movie studio 1920s film within a film femme fatale hollywood california reference to moses film history behind the scenes title sung by character tap dancing reference to calvin coolidge reference to al jolson reference to ethel barrymore cane popping out of a cake fedora theatrical agent screening room musical filmmaking talkie male female relationship singing piano diction coach hidden microphone theater curtain necklace jewelry walking into a wall jumping into a car boater hat water drain spout pianist ziegfeld follies wind machine straw hat sound recording recording studio raincoat pearl necklace dancing contract blackmail silent filmmaking movie premiere hollywood mogul funny accent umbrella famous song stuntman,"['silent', 'film', 'star', 'fall', 'choru', 'girl', 'delusion', 'jealou', 'screen', 'partner', 'try', 'difficult', 'transit', 'talk', 'pictur', 'hollywood', 'movi', 'studio', 'film', 'film', 'femm', 'fatal', 'hollywood', 'california', 'refer', 'mose', 'film', 'histori', 'scene', 'titl', 'sung', 'charact', 'tap', 'danc', 'refer', 'calvin', 'coolidg', 'refer', 'jolson', 'refer', 'ethel', 'barrymor', 'cane', 'pop', 'cake', 'fedora', 'theatric', 'agent', 'screen', 'room', 'music', 'filmmak', 'talki', 'male', 'femal', 'relationship', 'sing', 'piano', 'diction', 'coach', 'hidden', 'microphon', 'theater', 'curtain', 'necklac', 'jewelri', 'walk', 'wall', 'jump', 'car', 'boater', 'hat', 'water', 'drain', 'spout', 'pianist', 'ziegfeld', 'folli', 'wind', 'machin', 'straw', 'hat', 'sound', 'record', 'record', 'studio', 'raincoat', 'pearl', 'necklac', 'danc', 'contract', 'blackmail', 'silent', 'filmmak', 'movi', 'premier', 'hollywood', 'mogul', 'funni', 'accent', 'umbrella', 'famou', 'song', 'stuntman']",tt0045152
84,Céu E Inferno,8.4,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,drug overdose class differences house on a hill detective rich man junkie chauffeur japanese law enforcement medical intern telephone telephone call ringing telephone shirt and tie bowing begging kimono suit and tie employer employee relationship pajama boy playing cowboys and indians disguise husband wife argument rich man poor man mother son relationship sliding door japanese mother pocket squares bald man short sleeved collared shirt white shirt threat harbor japanese nurse japanese doctor enoshima japan black man in japan man wears eyeglasses kidnapping a child man wears a suit and tie tracing a telephone call husband wife relationship woman wears a kimono police officer surveillance child drawings mercedes benz florist carnation women's shoes mirror sunglasses,"['execut', 'yokohama', 'shoe', 'compani', 'victim', 'extort', 'chauffeur', 'son', 'kidnap', 'mistak', 'held', 'ransom', 'drug', 'overdos', 'class', 'differ', 'hous', 'hill', 'detect', 'rich', 'man', 'junki', 'chauffeur', 'japanes', 'law', 'enforc', 'medic', 'intern', 'telephon', 'telephon', 'ring', 'telephon', 'shirt', 'tie', 'bow', 'beg', 'kimono', 'suit', 'tie', 'employ', 'employe', 'relationship', 'pajama', 'boi', 'plai', 'cowboi', 'indian', 'disguis', 'husband', 'wife', 'argument', 'rich', 'man', 'poor', 'man', 'mother', 'son', 'relationship', 'slide', 'door', 'japanes', 'mother', 'pocket', 'squar', 'bald', 'man', 'short', 'sleev', 'collar', 'shirt', 'white', 'shirt', 'threat', 'harbor', 'japanes', 'nurs', 'japanes', 'doctor', 'enoshima', 'japan', 'black', 'man', 'japan', 'man', 'wear', 'eyeglass', 'kidnap', 'child', 'man', 'wear', 'suit', 'tie', 'trace', 'telephon', 'husband', 'wife', 'relationship', 'woman', 'wear', 'kimono', 'polic', 'offic', 'surveil', 'child', 'draw', 'merced', 'benz', 'florist', 'carnat', 'women', 'shoe', 'mirror', 'sunglass']",tt0057565
85,Réquiem para um Sonho,8.3,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,drug addiction heroin sex show sex scene addiction prostitution diet pill drug dealing degradation sex in public female nudity female frontal nudity lesbian sex fast motion scene female pubic hair illusion dream addict eating disorder snorting heroin split screen female rear nudity female full frontal nudity hallucinating live studio audience nudity shooting heroin loss of sanity gangrene drugs desperation visual hallucination drug use cheating on one's boyfriend prison drug abuse mother son relationship based on novel double dildo oral sex television dildo breasts spooning sexual position electroshock therapy boyfriend girlfriend relationship heroin addiction new york sex for money pier,"['drug', 'induc', 'utopia', 'conei', 'island', 'peopl', 'shatter', 'addict', 'run', 'deep', 'drug', 'addict', 'heroin', 'sex', 'sex', 'scene', 'addict', 'prostitut', 'diet', 'pill', 'drug', 'deal', 'degrad', 'sex', 'public', 'femal', 'nuditi', 'femal', 'frontal', 'nuditi', 'lesbian', 'sex', 'fast', 'motion', 'scene', 'femal', 'pubic', 'hair', 'illus', 'dream', 'addict', 'eat', 'disord', 'snort', 'heroin', 'split', 'screen', 'femal', 'rear', 'nuditi', 'femal', 'frontal', 'nuditi', 'hallucin', 'live', 'studio', 'audienc', 'nuditi', 'shoot', 'heroin', 'loss', 'saniti', 'gangren', 'drug', 'desper', 'visual', 'hallucin', 'drug', 'us', 'cheat', 'boyfriend', 'prison', 'drug', 'abus', 'mother', 'son', 'relationship', 'base', 'novel', 'doubl', 'dildo', 'oral', 'sex', 'televis', 'dildo', 'breast', 'spoon', 'sexual', 'posit', 'electroshock', 'therapi', 'boyfriend', 'girlfriend', 'relationship', 'heroin', 'addict', 'new', 'york', 'sex', 'monei', 'pier']",tt0180093
86,Toy Story 3,8.3,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",toy evil teddy bear recycling sheriff janitor fashion show talking toy toy telephone space explorer barbie toy clown toy dinosaur baby doll toy story dinosaur toy horse horse cowgirl cowboy doll toy animal alien astronaut spaceman toy octopus action figure piggy bank mr. potato head character toy soldier space ranger toy monkey toy unicorn college escape day care teddy bear cgi animation dog cowboy degradation doll friendship scene during end credits blockbuster toy comes to life anthropomorphism anthropomorphic toy sequel buzz lightyear character numbered sequel garbage collector,"['toi', 'mistakenli', 'deliv', 'dai', 'care', 'center', 'instead', 'attic', 'right', 'andi', 'leav', 'colleg', 'woodi', 'convinc', 'toi', 'weren', 'abandon', 'return', 'home', 'toi', 'evil', 'teddi', 'bear', 'recycl', 'sheriff', 'janitor', 'fashion', 'talk', 'toi', 'toi', 'telephon', 'space', 'explor', 'barbi', 'toi', 'clown', 'toi', 'dinosaur', 'babi', 'doll', 'toi', 'stori', 'dinosaur', 'toi', 'hors', 'hors', 'cowgirl', 'cowboi', 'doll', 'toi', 'anim', 'alien', 'astronaut', 'spaceman', 'toi', 'octopu', 'action', 'figur', 'piggi', 'bank', 'potato', 'head', 'charact', 'toi', 'soldier', 'space', 'ranger', 'toi', 'monkei', 'toi', 'unicorn', 'colleg', 'escap', 'dai', 'care', 'teddi', 'bear', 'cgi', 'anim', 'dog', 'cowboi', 'degrad', 'doll', 'friendship', 'scene', 'end', 'credit', 'blockbust', 'toi', 'come', 'life', 'anthropomorph', 'anthropomorph', 'toi', 'sequel', 'buzz', 'lightyear', 'charact', 'number', 'sequel', 'garbag', 'collector']",tt0435761
87,Cafarnaum,8.4,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",prison baby poverty breast feeding title directed by female f rated boy 12 year old doctor courtroom judge child marriage ethiopian street child beirut lebanon slum cleaning lady toddler slavery mother child separation underage pregnancy runaway identification papers child abuse child protagonist told in flashback shopkeeper babysitter trial survival 11 year old babysitting theft one word title 12 year old boy flashback bus brother sister relationship first menstruation menstruation refugee audio cassette lactation baby bottle ice cube cat skateboard money child trafficking death of sister,"['serv', 'year', 'sentenc', 'violent', 'crime', 'year', 'old', 'boi', 'sue', 'parent', 'neglect', 'prison', 'babi', 'poverti', 'breast', 'feed', 'titl', 'direct', 'femal', 'rate', 'boi', 'year', 'old', 'doctor', 'courtroom', 'judg', 'child', 'marriag', 'ethiopian', 'street', 'child', 'beirut', 'lebanon', 'slum', 'clean', 'ladi', 'toddler', 'slaveri', 'mother', 'child', 'separ', 'underag', 'pregnanc', 'runawai', 'identif', 'paper', 'child', 'abus', 'child', 'protagonist', 'told', 'flashback', 'shopkeep', 'babysitt', 'trial', 'surviv', 'year', 'old', 'babysit', 'theft', 'word', 'titl', 'year', 'old', 'boi', 'flashback', 'bu', 'brother', 'sister', 'relationship', 'menstruat', 'menstruat', 'refuge', 'audio', 'cassett', 'lactat', 'babi', 'bottl', 'ic', 'cube', 'cat', 'skateboard', 'monei', 'child', 'traffick', 'death', 'sister']",tt8267604
