,title,score,plot,keywords,tokens,id
218,Rush: No Limite da Emoção,8.1,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,formula 1 rivalry 1970s racecar driver nurburgring germany professional rivalry car racing based on true story playboy mclaren ferrari racing accident based on real person formula 3 punched in the face race car burn victim female rear nudity sex standing up male rear nudity risk polar opposite race car crash risk taking motor sports champagne reception virility sex in a shower helmet sex scene heterosexual male nudity rival world champion vomiting over eagerness disfigured face sports injury burn injury bursting into flames pit stop wreathed in flames mile high club monaco grand prix jeroboam champagne bottle reckless driving wedding formula 1 car sports history female nudity,"['merciless', 'rivalri', 'formula', 'rival', 'jame', 'hunt', 'niki', 'lauda', 'formula', 'rivalri', 'racecar', 'driver', 'nurburgr', 'germani', 'profession', 'rivalri', 'car', 'race', 'base', 'true', 'stori', 'playboi', 'mclaren', 'ferrari', 'race', 'accid', 'base', 'real', 'person', 'formula', 'punch', 'face', 'race', 'car', 'burn', 'victim', 'femal', 'rear', 'nuditi', 'sex', 'stand', 'male', 'rear', 'nuditi', 'risk', 'polar', 'opposit', 'race', 'car', 'crash', 'risk', 'take', 'motor', 'sport', 'champagn', 'recept', 'viril', 'sex', 'shower', 'helmet', 'sex', 'scene', 'heterosexu', 'male', 'nuditi', 'rival', 'world', 'champion', 'vomit', 'eager', 'disfigur', 'face', 'sport', 'injuri', 'burn', 'injuri', 'burst', 'flame', 'pit', 'stop', 'wreath', 'flame', 'mile', 'high', 'club', 'monaco', 'grand', 'prix', 'jeroboam', 'champagn', 'bottl', 'reckless', 'drive', 'wed', 'formula', 'car', 'sport', 'histori', 'femal', 'nuditi']",tt1979320
219,Antes do Pôr do Sol,8.1,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",conversations brief encounter sequel dialogue driven enduring relationship ambiguous ending simultaneity lost relationship catharsis singing reference to nina simone reference to moby dick park hope depression cat book signing boat author connection paris france reunion long take guitar cafe second part france compact disc dancing on a table new york city cell phone two hander male police officer police officer minimalism broadway manhattan new york city explosion eiffel tower paris cigarette book train bookstore thirty something reading american writer french one day timespan blonde notre dame cathedral,"['year', 'jess', 'celin', 'met', 'encount', 'french', 'leg', 'jess', 'book', 'tour', 'convers', 'brief', 'encount', 'sequel', 'dialogu', 'driven', 'endur', 'relationship', 'ambigu', 'end', 'simultan', 'lost', 'relationship', 'catharsi', 'sing', 'refer', 'nina', 'simon', 'refer', 'mobi', 'dick', 'park', 'hope', 'depress', 'cat', 'book', 'sign', 'boat', 'author', 'connect', 'pari', 'franc', 'reunion', 'long', 'guitar', 'cafe', 'second', 'franc', 'compact', 'disc', 'danc', 'tabl', 'new', 'york', 'citi', 'cell', 'phone', 'hander', 'male', 'polic', 'offic', 'polic', 'offic', 'minim', 'broadwai', 'manhattan', 'new', 'york', 'citi', 'explos', 'eiffel', 'tower', 'pari', 'cigarett', 'book', 'train', 'bookstor', 'thirti', 'read', 'american', 'writer', 'french', 'dai', 'timespan', 'blond', 'notr', 'dame', 'cathedr']",tt0381681
220,Rede de Intrigas,8.1,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",media television television network tv news ranting monologue social commentary media manipulation adultery journalism tv news anchor corporate politics outrage angry outburst emotional outburst prophet manager machiavellianism multinational corporation urban guerilla tv industry mental breakdown fictional tv network murder on the air restaurant assassination marriage exploitation murder corporate power conspiracy famous line divorcee dialogue driven national film registry afi murder of a journalist sex in bed political exploitation media satire outburst verbal outburst sex scene extramarital sex man with anger issues unstable man television producer fictional news show workplace drama american culture,"['televis', 'network', 'cynic', 'exploit', 'derang', 'anchor', 'rave', 'revel', 'new', 'media', 'profit', 'find', 'messag', 'difficult', 'control', 'media', 'televis', 'televis', 'network', 'new', 'rant', 'monologu', 'social', 'commentari', 'media', 'manipul', 'adulteri', 'journal', 'new', 'anchor', 'corpor', 'polit', 'outrag', 'angri', 'outburst', 'emot', 'outburst', 'prophet', 'manag', 'machiavellian', 'multin', 'corpor', 'urban', 'guerilla', 'industri', 'mental', 'breakdown', 'fiction', 'network', 'murder', 'air', 'restaur', 'assassin', 'marriag', 'exploit', 'murder', 'corpor', 'power', 'conspiraci', 'famou', 'line', 'divorce', 'dialogu', 'driven', 'nation', 'film', 'registri', 'afi', 'murder', 'journalist', 'sex', 'bed', 'polit', 'exploit', 'media', 'satir', 'outburst', 'verbal', 'outburst', 'sex', 'scene', 'extramarit', 'sex', 'man', 'anger', 'issu', 'unstabl', 'man', 'televis', 'produc', 'fiction', 'new', 'workplac', 'drama', 'american', 'cultur']",tt0074958
221,O Mágico de Oz,8.1,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",witch wizard of oz tornado evil witch wizard kansas 20th century tin man lion scarecrow ruby slippers classic 1900s quest flying monkeys flying witch talking tree hot air balloon based on novel cyclone glinda the good character national film registry afi female protagonist toto the dog character anthropomorphic lion wicked witch of the west character dorothy gale character wizard of oz character cowardly lion character tin man character scarecrow of oz character cult film blockbuster three strip technicolor sepia tone twister red shoes reference to a tiger emerald city yellow brick road horse and carriage oz fictional city grown man cries magical shoe melting crying girl candy cinema 1890s,"['young', 'dorothi', 'gale', 'dog', 'toto', 'swept', 'awai', 'tornado', 'kansa', 'farm', 'magic', 'land', 'embark', 'quest', 'new', 'friend', 'wizard', 'return', 'home', 'fulfil', 'wish', 'witch', 'wizard', 'tornado', 'evil', 'witch', 'wizard', 'kansa', 'centuri', 'tin', 'man', 'lion', 'scarecrow', 'rubi', 'slipper', 'classic', 'quest', 'fly', 'monkei', 'fly', 'witch', 'talk', 'tree', 'hot', 'air', 'balloon', 'base', 'novel', 'cyclon', 'glinda', 'good', 'charact', 'nation', 'film', 'registri', 'afi', 'femal', 'protagonist', 'toto', 'dog', 'charact', 'anthropomorph', 'lion', 'wick', 'witch', 'west', 'charact', 'dorothi', 'gale', 'charact', 'wizard', 'charact', 'cowardli', 'lion', 'charact', 'tin', 'man', 'charact', 'scarecrow', 'charact', 'cult', 'film', 'blockbust', 'strip', 'technicolor', 'sepia', 'tone', 'twister', 'red', 'shoe', 'refer', 'tiger', 'emerald', 'citi', 'yellow', 'brick', 'road', 'hors', 'carriag', 'fiction', 'citi', 'grown', 'man', 'cri', 'magic', 'shoe', 'melt', 'cry', 'girl', 'candi', 'cinema']",tt0032138
222,Na Natureza Selvagem,8.1,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",wilderness alaska self discovery based on true story death of protagonist reference to jack london backpacking isolation based on book journey change in lifestyle back to nature solitude identity crisis leaving home starvation anti conformity reference to henry david thoreau road movie reference to leo tolstoy snow adventure female frontal nudity in medias res kayak starving to death new beginning neo luddite neo luddism skinny dipping adultery chapter headings burning money kayaking river patrol unfaithfulness hoover dam chapterwise storytelling hippie independent film denali national park waitress pubic hair older man younger man relationship illegitimate daughter flashback bus bear sex panties hunter,"['graduat', 'emori', 'univers', 'student', 'athlet', 'christoph', 'mccandless', 'abandon', 'possess', 'give', 'entir', 'save', 'account', 'chariti', 'hitchhik', 'alaska', 'live', 'wilder', 'wai', 'christoph', 'encount', 'seri', 'charact', 'shape', 'life', 'wilder', 'alaska', 'self', 'discoveri', 'base', 'true', 'stori', 'death', 'protagonist', 'refer', 'jack', 'london', 'backpack', 'isol', 'base', 'book', 'journei', 'chang', 'lifestyl', 'natur', 'solitud', 'ident', 'crisi', 'leav', 'home', 'starvat', 'anti', 'conform', 'refer', 'henri', 'david', 'thoreau', 'road', 'movi', 'refer', 'leo', 'tolstoi', 'snow', 'adventur', 'femal', 'frontal', 'nuditi', 'media', 're', 'kayak', 'starv', 'death', 'new', 'begin', 'neo', 'luddit', 'neo', 'luddism', 'skinni', 'dip', 'adulteri', 'chapter', 'head', 'burn', 'monei', 'kayak', 'river', 'patrol', 'unfaith', 'hoover', 'dam', 'chapterwis', 'storytel', 'hippi', 'independ', 'film', 'denali', 'nation', 'park', 'waitress', 'pubic', 'hair', 'older', 'man', 'younger', 'man', 'relationship', 'illegitim', 'daughter', 'flashback', 'bu', 'bear', 'sex', 'panti', 'hunter']",tt0758758
223,Os Melhores Anos de Nossa Vida,8.1,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",readjusting to civilian life world war two veteran banker speech bombardier artificial hand wedding ceremony military citation employer employee relationship loan and trust company b 17 bomber u.s. soldier airplane graveyard u.s. sailor family relationships on the town homecoming soldier loss of both hands bank war veteran return from war post wwii america home from war montage looking for work job hunting return to hometown timeframe 1940s cigarette smoking deep focus drunkenness showering with clothes on recurring nightmare break up over the phone conspiracy theorist drugstore soda jerk three on a match superstition wife caught cheating wedding drinking husband wife relationship prosthetic hand father of the bride war hero piano lesson military officer uncle nephew relationship class differences americana airport terminal,"['world', 'war', 'veteran', 'traumat', 'disabl', 'return', 'home', 'american', 'midwest', 'discov', 'famili', 'irrepar', 'chang', 'readjust', 'civilian', 'life', 'world', 'war', 'veteran', 'banker', 'speech', 'bombardi', 'artifici', 'hand', 'wed', 'ceremoni', 'militari', 'citat', 'employ', 'employe', 'relationship', 'loan', 'trust', 'compani', 'bomber', 'soldier', 'airplan', 'graveyard', 'sailor', 'famili', 'relationship', 'town', 'homecom', 'soldier', 'loss', 'hand', 'bank', 'war', 'veteran', 'return', 'war', 'post', 'wwii', 'america', 'home', 'war', 'montag', 'look', 'work', 'job', 'hunt', 'return', 'hometown', 'timefram', 'cigarett', 'smoke', 'deep', 'focu', 'drunken', 'shower', 'cloth', 'recur', 'nightmar', 'break', 'phone', 'conspiraci', 'theorist', 'drugstor', 'soda', 'jerk', 'match', 'superstit', 'wife', 'caught', 'cheat', 'wed', 'drink', 'husband', 'wife', 'relationship', 'prosthet', 'hand', 'father', 'bride', 'war', 'hero', 'piano', 'lesson', 'militari', 'offic', 'uncl', 'nephew', 'relationship', 'class', 'differ', 'americana', 'airport', 'termin']",tt0036868
224,O Exorcista,8.1,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",exorcist exorcism demonic possession demonic force vomiting holy water crucifix demonic voice speaking in tongues evil priest demon police detective supernatural being masturbation with a cross possessed individual cult film supernatural horror religion tied up christian mother daughter relationship possession tied to a bed catholic priest loss of mother head spin possessed girl physical torment satan bloody mouth crab walk death faith girl drunkenness suicide catholic swearing evil being loss of control georgetown washington d.c. teenage daughter heresy hearing voices psychiatrist pneumoencephalogram agnosticism georgetown university thorazine,"['teenag', 'girl', 'possess', 'mysteri', 'entiti', 'mother', 'seek', 'help', 'priest', 'save', 'daughter', 'exorcist', 'exorc', 'demon', 'possess', 'demon', 'forc', 'vomit', 'holi', 'water', 'crucifix', 'demon', 'voic', 'speak', 'tongu', 'evil', 'priest', 'demon', 'polic', 'detect', 'supernatur', 'masturb', 'cross', 'possess', 'individu', 'cult', 'film', 'supernatur', 'horror', 'religion', 'ti', 'christian', 'mother', 'daughter', 'relationship', 'possess', 'ti', 'bed', 'cathol', 'priest', 'loss', 'mother', 'head', 'spin', 'possess', 'girl', 'physic', 'torment', 'satan', 'bloodi', 'mouth', 'crab', 'walk', 'death', 'faith', 'girl', 'drunken', 'suicid', 'cathol', 'swear', 'evil', 'loss', 'control', 'georgetown', 'washington', 'teenag', 'daughter', 'heresi', 'hear', 'voic', 'psychiatrist', 'pneumoencephalogram', 'agnostic', 'georgetown', 'univers', 'thorazin']",tt0070047
225,Feitiço do Tempo,8.0,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right.",trapped in a time loop time loop groundhog day existentialism suicide weatherman punxsutawney pennsylvania weather forecasting repetition alarm clock cult film rodent cold weather memory unable to die provincial town snowstorm news crew television news crew superstition hotel radio alarm clock former classmate winter egocentric stuck in a time loop newscaster newscast early morning marriage proposal stealing money repeated scene magical realism turning adversity into advantage cynicism time warp eternal recurrence waitress drunkenness trapped insurance agent alternate history weather report weather forecaster car chase deja vu tv news clock radio title spoken by character groundhog,"['narcissist', 'self', 'center', 'weatherman', 'find', 'time', 'loop', 'groundhog', 'dai', 'dai', 'keep', 'repeat', 'get', 'right', 'trap', 'time', 'loop', 'time', 'loop', 'groundhog', 'dai', 'existenti', 'suicid', 'weatherman', 'punxsutawnei', 'pennsylvania', 'weather', 'forecast', 'repetit', 'alarm', 'clock', 'cult', 'film', 'rodent', 'cold', 'weather', 'memori', 'unabl', 'die', 'provinci', 'town', 'snowstorm', 'new', 'crew', 'televis', 'new', 'crew', 'superstit', 'hotel', 'radio', 'alarm', 'clock', 'classmat', 'winter', 'egocentr', 'stuck', 'time', 'loop', 'newscast', 'newscast', 'earli', 'morn', 'marriag', 'propos', 'steal', 'monei', 'repeat', 'scene', 'magic', 'realism', 'turn', 'advers', 'advantag', 'cynic', 'time', 'warp', 'etern', 'recurr', 'waitress', 'drunken', 'trap', 'insur', 'agent', 'altern', 'histori', 'weather', 'report', 'weather', 'forecast', 'car', 'chase', 'deja', 'new', 'clock', 'radio', 'titl', 'spoken', 'charact', 'groundhog']",tt0107048
226,O Ódio,8.1,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,gun ghetto riot riot police 24 hour time span paris france police brutality police violence trio street life gun violence firearm class differences peer group shot to death juvenile delinquency social problem demolition trying to steal a car plainclothes police officer running away early morning missed last train all night long lack of perspectives russian roulette french police racist remark dying young stroll underdog shot in the head social discontent animosity lost police gun friend police officer boxer coma tension revolver revenge rooftop anger poverty breakdancer racism brutality arrest shot in the face,"['hour', 'live', 'young', 'men', 'french', 'suburb', 'dai', 'violent', 'riot', 'gun', 'ghetto', 'riot', 'riot', 'polic', 'hour', 'time', 'span', 'pari', 'franc', 'polic', 'brutal', 'polic', 'violenc', 'trio', 'street', 'life', 'gun', 'violenc', 'firearm', 'class', 'differ', 'peer', 'group', 'shot', 'death', 'juvenil', 'delinqu', 'social', 'problem', 'demolit', 'try', 'steal', 'car', 'plaincloth', 'polic', 'offic', 'run', 'awai', 'earli', 'morn', 'miss', 'train', 'night', 'long', 'lack', 'perspect', 'russian', 'roulett', 'french', 'polic', 'racist', 'remark', 'dy', 'young', 'stroll', 'underdog', 'shot', 'head', 'social', 'discont', 'animos', 'lost', 'polic', 'gun', 'friend', 'polic', 'offic', 'boxer', 'coma', 'tension', 'revolv', 'reveng', 'rooftop', 'anger', 'poverti', 'breakdanc', 'racism', 'brutal', 'arrest', 'shot', 'face']",tt0113247
227,Os Incríveis,8.0,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",superhero family superhero non comic book superhero strong female character good versus evil the incredibles family relationships secret identity cgi animation superhuman strength masked superhero costumed hero supernatural power famous theme superhuman speed superhero team superhero spoof fatherhood superhuman elasticity costume family as protagonists year 1962 villain directed by co star frozen river frozen person sidekick satire invisibility elasticity babysitter superheroine superhero costume mother son relationship mother daughter relationship father son relationship father daughter relationship family dinner employer employee relationship brother sister relationship computer animation number jazz music black superhero villain pretending to be hero woman wears eyeglasses male and female protagonists failed suicide attempt mugger teamwork,"['try', 'lead', 'quiet', 'suburban', 'life', 'famili', 'undercov', 'superhero', 'forc', 'action', 'save', 'world', 'superhero', 'famili', 'superhero', 'non', 'comic', 'book', 'superhero', 'strong', 'femal', 'charact', 'good', 'versu', 'evil', 'incred', 'famili', 'relationship', 'secret', 'ident', 'cgi', 'anim', 'superhuman', 'strength', 'mask', 'superhero', 'costum', 'hero', 'supernatur', 'power', 'famou', 'theme', 'superhuman', 'speed', 'superhero', 'team', 'superhero', 'spoof', 'fatherhood', 'superhuman', 'elast', 'costum', 'famili', 'protagonist', 'year', 'villain', 'direct', 'star', 'frozen', 'river', 'frozen', 'person', 'sidekick', 'satir', 'invis', 'elast', 'babysitt', 'superheroin', 'superhero', 'costum', 'mother', 'son', 'relationship', 'mother', 'daughter', 'relationship', 'father', 'son', 'relationship', 'father', 'daughter', 'relationship', 'famili', 'dinner', 'employ', 'employe', 'relationship', 'brother', 'sister', 'relationship', 'anim', 'number', 'jazz', 'music', 'black', 'superhero', 'villain', 'pretend', 'hero', 'woman', 'wear', 'eyeglass', 'male', 'femal', 'protagonist', 'fail', 'suicid', 'attempt', 'mugger', 'teamwork']",tt0317705
228,Ser ou Não Ser,8.2,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",screwball comedy reference to william shakespeare beard world war two reference to adolf hitler reference to shakespeare's macbeth reference to anna karenina poland polish resistance reference to shakespeare's the merchant of venice reference to shakespeare's hamlet satire nazi occupied poland impersonation national film registry deception desperation intrigue dismay despair reprisal retribution anxiety dual role show business troupe trouper german treachery sacrifice gunfire redemption storm trooper high anxiety woman in jeopardy repetition in title reference to shakespeare's julius caesar satire comedy professor actor acting troupe theater year 1939 reference to bismarck reference to napoleon haystack suicide note singing shooting scotland rehearsal,"['nazi', 'occup', 'poland', 'act', 'troup', 'embroil', 'polish', 'soldier', 'effort', 'track', 'german', 'spy', 'screwbal', 'comedi', 'refer', 'william', 'shakespear', 'beard', 'world', 'war', 'refer', 'adolf', 'hitler', 'refer', 'shakespear', 'macbeth', 'refer', 'anna', 'karenina', 'poland', 'polish', 'resist', 'refer', 'shakespear', 'merchant', 'venic', 'refer', 'shakespear', 'hamlet', 'satir', 'nazi', 'occupi', 'poland', 'imperson', 'nation', 'film', 'registri', 'decept', 'desper', 'intrigu', 'dismai', 'despair', 'repris', 'retribut', 'anxieti', 'dual', 'role', 'busi', 'troup', 'trouper', 'german', 'treacheri', 'sacrific', 'gunfir', 'redempt', 'storm', 'trooper', 'high', 'anxieti', 'woman', 'jeopardi', 'repetit', 'titl', 'refer', 'shakespear', 'juliu', 'caesar', 'satir', 'comedi', 'professor', 'actor', 'act', 'troup', 'theater', 'year', 'refer', 'bismarck', 'refer', 'napoleon', 'haystack', 'suicid', 'note', 'sing', 'shoot', 'scotland', 'rehears']",tt0035446
229,Piratas do Caribe: A Maldição do Pérola Negra,8.1,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",pirate curse undead rum captain jack sparrow character joshamee gibbs character captain hector barbossa character bearded man based on theme park attraction based on theme park ride scene after end credits close up of eyes blockbuster monkey caribbean island caribbean sea 18th century steampunk governor capuchin monkey desert island saved from hanging medallion pirate ship gold coin swashbuckler man wears an earring captain male captain pirate captain profanity negotiation loophole tough woman immortality deception action hero famous score colon in title no opening credits color in title famous line repeated line surprise after end credits cult film cult figure lifting someone into the air ten word title chain shot escape from jail,"['blacksmith', 'turner', 'team', 'eccentr', 'pirat', 'captain', 'jack', 'sparrow', 'save', 'love', 'governor', 'daughter', 'jack', 'pirat', 'alli', 'undead', 'pirat', 'curs', 'undead', 'rum', 'captain', 'jack', 'sparrow', 'charact', 'joshame', 'gibb', 'charact', 'captain', 'hector', 'barbossa', 'charact', 'beard', 'man', 'base', 'theme', 'park', 'attract', 'base', 'theme', 'park', 'ride', 'scene', 'end', 'credit', 'close', 'ey', 'blockbust', 'monkei', 'caribbean', 'island', 'caribbean', 'sea', 'centuri', 'steampunk', 'governor', 'capuchin', 'monkei', 'desert', 'island', 'save', 'hang', 'medallion', 'pirat', 'ship', 'gold', 'coin', 'swashbuckl', 'man', 'wear', 'ear', 'captain', 'male', 'captain', 'pirat', 'captain', 'profan', 'negoti', 'loophol', 'tough', 'woman', 'immort', 'decept', 'action', 'hero', 'famou', 'score', 'colon', 'titl', 'open', 'credit', 'color', 'titl', 'famou', 'line', 'repeat', 'line', 'surpris', 'end', 'credit', 'cult', 'film', 'cult', 'figur', 'lift', 'air', 'word', 'titl', 'chain', 'shot', 'escap', 'jail']",tt0325980
230,Sempre ao Seu Lado,8.1,A college professor bonds with an abandoned dog he takes into his home.,dog japanese loyalty waiting human animal relationship remake of japanese film friend akita tears family relationships newspaper reporter friendship love death talking to a dog japan dog's point of view foreign language adaptation death of friend based on true story human dog relationship chore dinner gift party ritual escape bathing scene train train station animal protagonist stationmaster watching tv watching baseball on tv time jump death of protagonist reference to the new york yankees slow motion scene columbia tristar animal name in title apostrophe in title animals family puppy rhode island class flashback college professor motivational reference to john philip sousa dog movie,"['colleg', 'professor', 'bond', 'abandon', 'dog', 'take', 'home', 'dog', 'japanes', 'loyalti', 'wait', 'human', 'anim', 'relationship', 'remak', 'japanes', 'film', 'friend', 'akita', 'tear', 'famili', 'relationship', 'newspap', 'report', 'friendship', 'love', 'death', 'talk', 'dog', 'japan', 'dog', 'point', 'view', 'foreign', 'languag', 'adapt', 'death', 'friend', 'base', 'true', 'stori', 'human', 'dog', 'relationship', 'chore', 'dinner', 'gift', 'parti', 'ritual', 'escap', 'bath', 'scene', 'train', 'train', 'station', 'anim', 'protagonist', 'stationmast', 'watch', 'watch', 'basebal', 'time', 'jump', 'death', 'protagonist', 'refer', 'new', 'york', 'yanke', 'slow', 'motion', 'scene', 'columbia', 'tristar', 'anim', 'titl', 'apostroph', 'titl', 'anim', 'famili', 'puppi', 'rhode', 'island', 'class', 'flashback', 'colleg', 'professor', 'motiv', 'refer', 'john', 'philip', 'sousa', 'dog', 'movi']",tt1028532
231,As Vinhas da Ira,8.1,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",great depression based on novel capitalism national film registry bakersfield california penny candy colorado river bridge hunger cotton picking cowboy shirt kerosene lamp title based on the bible road movie works progress administration sharecropper company housing corrupt cop afi texas panhandle cherokee county oklahoma singing cigarette smoking texas new mexico border arizona california border broken fan belt truck stop cafe long haul truck driver hard times hard scrabble federal highway 66 fresno california death valley violence crop failure peach picking st louis world's fair souvenier ambush strike breaking western band musician bathing in a river soft hearted waitress indoor plumbing u.s. department of agriculture oklahoma license tag search warrant wanderer shanty town guitarist gunshot,"['oklahoma', 'famili', 'driven', 'farm', 'poverti', 'hopeless', 'dust', 'bowl', 'join', 'westward', 'migrat', 'california', 'suffer', 'misfortun', 'homeless', 'great', 'depress', 'great', 'depress', 'base', 'novel', 'capit', 'nation', 'film', 'registri', 'bakersfield', 'california', 'penni', 'candi', 'colorado', 'river', 'bridg', 'hunger', 'cotton', 'pick', 'cowboi', 'shirt', 'kerosen', 'lamp', 'titl', 'base', 'bibl', 'road', 'movi', 'work', 'progress', 'administr', 'sharecropp', 'compani', 'hous', 'corrupt', 'cop', 'afi', 'texa', 'panhandl', 'cheroke', 'counti', 'oklahoma', 'sing', 'cigarett', 'smoke', 'texa', 'new', 'mexico', 'border', 'arizona', 'california', 'border', 'broken', 'fan', 'belt', 'truck', 'stop', 'cafe', 'long', 'haul', 'truck', 'driver', 'hard', 'time', 'hard', 'scrabbl', 'feder', 'highwai', 'fresno', 'california', 'death', 'vallei', 'violenc', 'crop', 'failur', 'peach', 'pick', 'loui', 'world', 'fair', 'souveni', 'ambush', 'strike', 'break', 'western', 'band', 'musician', 'bath', 'river', 'soft', 'heart', 'waitress', 'indoor', 'plumb', 'depart', 'agricultur', 'oklahoma', 'licens', 'tag', 'search', 'warrant', 'wander', 'shanti', 'town', 'guitarist', 'gunshot']",tt0032551
232,A Batalha de Argel,8.1,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",battle of algiers torture algeria resistance struggle for independence interrogation insurrection protest street fighter underground fighting french algerian war algerian history algerian independence guerilla warfare reference to french algerian war fln national liberation front of algeria independence military bomb muslim police casbah united nations revolution insurgent informer wedding general strike french occupation freedom algiers algeria militant clandestine activity pseudo documentary murder murder of a police officer french history documentary style year 1957 based on true story terrorism algerian fln french paratrooper reference to the french algerian war algerian woman struggle against oppression year 1954 restaurant bombing insurgency french colony,"['fear', 'violenc', 'escal', 'peopl', 'algier', 'fight', 'independ', 'french', 'govern', 'battl', 'algier', 'tortur', 'algeria', 'resist', 'struggl', 'independ', 'interrog', 'insurrect', 'protest', 'street', 'fighter', 'underground', 'fight', 'french', 'algerian', 'war', 'algerian', 'histori', 'algerian', 'independ', 'guerilla', 'warfar', 'refer', 'french', 'algerian', 'war', 'fln', 'nation', 'liber', 'algeria', 'independ', 'militari', 'bomb', 'muslim', 'polic', 'casbah', 'unit', 'nation', 'revolut', 'insurg', 'inform', 'wed', 'gener', 'strike', 'french', 'occup', 'freedom', 'algier', 'algeria', 'milit', 'clandestin', 'activ', 'pseudo', 'documentari', 'murder', 'murder', 'polic', 'offic', 'french', 'histori', 'documentari', 'style', 'year', 'base', 'true', 'stori', 'terror', 'algerian', 'fln', 'french', 'paratroop', 'refer', 'french', 'algerian', 'war', 'algerian', 'woman', 'struggl', 'oppress', 'year', 'restaur', 'bomb', 'insurg', 'french', 'coloni']",tt0058946
233,Jai Bhim,8.8,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",lawyer courtroom poverty human rights justice police brutality prison,"['tribal', 'man', 'arrest', 'case', 'alleg', 'theft', 'wife', 'turn', 'human', 'right', 'lawyer', 'help', 'bring', 'justic', 'lawyer', 'courtroom', 'poverti', 'human', 'right', 'justic', 'polic', 'brutal', 'prison']",tt15097216
234,A Canção da Estrada,8.2,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",gossip village priest leaving home theft first part rural setting family relationships despair poverty brahmin childhood migrant worker fruit slave labor jealousy unemployment stealing fruit writer struggle food schoolteacher grief playing in the rain train whistle tragic event child abuse malnutrition starvation tobacco theater smoking tobacco rice playwright mango looking for work kitten illness husband wife relationship hunger fever fatal illness dreamer dog coming of age bad luck secret train running through fields loss of sister,"['impoverish', 'priest', 'harihar', 'rai', 'dream', 'better', 'life', 'famili', 'leav', 'rural', 'bengal', 'villag', 'search', 'work', 'gossip', 'villag', 'priest', 'leav', 'home', 'theft', 'rural', 'set', 'famili', 'relationship', 'despair', 'poverti', 'brahmin', 'childhood', 'migrant', 'worker', 'fruit', 'slave', 'labor', 'jealousi', 'unemploy', 'steal', 'fruit', 'writer', 'struggl', 'food', 'schoolteach', 'grief', 'plai', 'rain', 'train', 'whistl', 'tragic', 'event', 'child', 'abus', 'malnutrit', 'starvat', 'tobacco', 'theater', 'smoke', 'tobacco', 'rice', 'playwright', 'mango', 'look', 'work', 'kitten', 'ill', 'husband', 'wife', 'relationship', 'hunger', 'fever', 'fatal', 'ill', 'dreamer', 'dog', 'come', 'ag', 'bad', 'luck', 'secret', 'train', 'run', 'field', 'loss', 'sister']",tt0048473
